Query	Accession	Product_Name	OrthoDB	OrthoDB_Desc	Zen_OrthoDB	Zen_OrthoDB_Desc	UKB_OrthoDB	UKB_OrthoDB_Desc	GO_BP	GO_MF	GO_CC	Evidence_existence	InterPro	Pfam	UKB_GO_BP	UKB_GO_MF	Identity	Length	Evalue	Score	ODB_OG	ODB_Description	ODB_GO_MF	ODB_GO_BP	ODB_EC	ODB_COG_category	ODB_KEGG_ko	ODB_Interpro	ODB_evalue	ODB_score
tr_A0A8J9WL89_A0A8J9WL89_9CHLO	A0A8J9WL89	3-methyl-2-oxobutanoate hydroxymethyltransferase	1523586at33090	3-methyl-2-oxobutanoate hydroxymethyltransferase	425211at2759	3-METHYL-2-OXOBUTANOATE HYDROXYMETHYLTRANSFERASE	NA		GO:0015940	GO:0003864	NA	3	IPR003700,IPR015813,IPR040442	PF02548	GO:0015940	GO:0003864	100	396	3.12e-279	764	1523586at33090	3-methyl-2-oxobutanoate hydroxymethyltransferase	GO:0003864,GO:0003824,GO:0016740,GO:0000287	-	2.1.2.11	H,K,T	-	IPR015813,IPR040442,IPR003700	6.48e-128	125.83
tr_A0A8J9WL91_A0A8J9WL91_9CHLO	A0A8J9WL91	Vacuolar cation/proton exchanger	44398at33090	Sodium/calcium exchanger membrane region	6834at75966	calcium/proton exchanger	NA		GO:0006874	GO:0015369	GO:0005774	3	IPR004713,IPR004798,IPR004837,IPR044880	PF01699	GO:0006874	GO:0015369	100	571	0	1060	44398at33090	Sodium/calcium exchanger membrane region	GO:0008324,GO:0015369	GO:0006874,GO:0070588	-	P	-	IPR004713,IPR004837,IPR044880	2.53e-67	55.62
tr_A0A8J9WL95_A0A8J9WL95_9CHLO	A0A8J9WL95	Transcription elongation factor 1 homolog	1523540at33090	Transcription elongation factor 1	445983at2759	transcription elongation factor	NA		GO:0006368	GO:0046872,GO:0000993,GO:0003746	GO:0008023	3	IPR007808,IPR038567	PF05129	GO:0006368	GO:0046872,GO:0000993,GO:0003746	100	81	2.04e-54	169	1523540at33090	Transcription elongation factor 1	GO:0046872,GO:0000993	GO:0006368	-	K,T,M	-	IPR038567,IPR007808	1.8e-21	111.24
tr_A0A8J9WL98_A0A8J9WL98_9CHLO	A0A8J9WL98	phenylalanine--tRNA ligase	11421at33090	PHENYLALANINE--TRNA LIGASE ALPHA SUBUNIT	238316at2759	phenylalanine--tRNA ligase	NA		GO:0006432	GO:0005524,GO:0046872,GO:0004826,GO:0000049	GO:0005737	3	IPR006195,IPR045864,IPR004529,IPR002319,IPR040725	PF18553,PF01409	GO:0006432	GO:0005524,GO:0046872,GO:0004826,GO:0000049	100	448	0	909	11421at33090	PHENYLALANINE--TRNA LIGASE ALPHA SUBUNIT	GO:0005524,GO:0004826,GO:0000166,GO:0046872	GO:0043039,GO:0006432	6.1.1.20	K,J,E,T	-	IPR045864,IPR004529,IPR040725,IPR002319,IPR040724,IPR006195	4.06e-212	162.61
tr_A0A8J9WLA3_A0A8J9WLA3_9CHLO	A0A8J9WLA3	Mannosyltransferase	19389at33090	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	9757at75966	dol-P-Man:Man(7) c(2)-PP-Dol alpha-1	NA		GO:0006487	GO:0000009	GO:0005789	3	IPR005599	PF03901	GO:0006487	GO:0000009	100	519	0	1014	19389at33090	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase	GO:0016740,GO:0000009	GO:0006487	-	T,M,K	-	IPR005599	1.3e-110	84.56
tr_A0A8J9WLA5_A0A8J9WLA5_9CHLO	A0A8J9WLA5	Peptidyl-prolyl cis-trans isomerase	69839at33090	peptidyl-prolyl cis-trans isomerase	69839at33090	peptidyl-prolyl cis-trans isomerase	NA		GO:0006457	GO:0003755	GO:0043231	3	IPR029000,IPR024936,IPR020892,IPR002130	PF00160	GO:0006457	GO:0003755	100	184	8.55e-139	391	69839at33090	peptidyl-prolyl cis-trans isomerase	GO:0016853	-	5.2.1.8	O,V,T	-	IPR020892,IPR029000,IPR024936,IPR002130	1.47e-96	187.94
tr_A0A8J9WLB6_A0A8J9WLB6_9CHLO	A0A8J9WLB6	16S rRNA (cytosine(967)-C(5))-methyltransferase	45459at33090	uncharacterized protein	8004at75966	Ribosomal RNA small subunit methyltransferase B	NA		GO:0006355	GO:0003723,GO:0008649	GO:0005737	3	IPR018314,IPR049560,IPR001678,IPR035926,IPR006027,IPR023267,IPR004573,IPR029063	PF01189,PF01029,PF22458	GO:0006355	GO:0003723,GO:0008649	100	508	0	1003	45459at33090	uncharacterized protein	GO:0016740,GO:0008173,GO:0009383	GO:0001510,GO:0032259,GO:0070475	2.1.1.176	K,X,H	-	IPR023267,IPR001678,IPR006027,IPR029063,IPR035926,IPR049560,IPR023268	1e-107	81.35
tr_A0A8J9WLB9_A0A8J9WLB9_9CHLO	A0A8J9WLB9	RING-type E3 ubiquitin transferase	17265at33090	Zinc finger, RING/FYVE/PHD-type	7633at75966	Zinc finger, RING/FYVE/PHD-type	NA		GO:0016567	GO:0046872,GO:0061630	GO:0005737	4	IPR001841,IPR013083	PF13639	GO:0016567	GO:0046872,GO:0061630	100	324	2.55e-228	629	17265at33090	Zinc finger, RING/FYVE/PHD-type	GO:0046872,GO:0016740	GO:0016567	-	T	ko00514,ko03030	IPR001841,IPR013083	1.9e-195	213.12
tr_A0A8J9WLC0_A0A8J9WLC0_9CHLO	A0A8J9WLC0	Fructose-bisphosphate aldolase	539539at33090	Fructose-bisphosphate aldolase 8	41753at3041	fructose-bisphosphate aldolase	NA		GO:0030388,GO:0006096	GO:0004332	GO:0005829	3	IPR029768,IPR013785,IPR000741	PF00274	GO:0030388,GO:0006096	GO:0004332	100	365	7.07e-258	707	539539at33090	Fructose-bisphosphate aldolase 8	GO:0004332,GO:0016829	GO:0030388	4.1.2.13	O,G,T	ko03010	IPR000741,IPR013785,IPR029768	4.29e-169	168.6
tr_A0A8J9WLC1_A0A8J9WLC1_9CHLO	A0A8J9WLC1	Mediator of RNA polymerase II transcription subunit 31	1396697at33090	Mediator of rna polymerase ii transcription subunit 31	5122at75966	Mediator of RNA polymerase II, subunit Med31 superfamily	NA		GO:0006357	GO:0003712	GO:0070847,GO:0016592	3	IPR036412,IPR038089,IPR008831	PF05669	GO:0006357	GO:0003712	100	117	1.95e-80	238	1396697at33090	Mediator of rna polymerase ii transcription subunit 31	-	-	-	T,K,P	-	IPR038089,IPR008831	2.32e-26	93.75
tr_A0A8J9WLC4_A0A8J9WLC4_9CHLO	A0A8J9WLC4	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	8552at75966	Tyrosine-protein kinase ephrin type A/B receptor-like	8552at75966	Tyrosine-protein kinase ephrin type A/B receptor-like	NA		NA	GO:0004662,GO:0004660	GO:0005953,GO:0005965	3	IPR002088	PF01239	NA	GO:0004662,GO:0004660	100	283	6.81e-139	399										
tr_A0A8J9WLC8_A0A8J9WLC8_9CHLO	A0A8J9WLC8	UTP-monosaccharide-1-phosphate uridylyltransferase	38310at33090	UDP-sugar	532420at2759	UDP-n-acetylglucosamine pyrophosphorylase	NA		GO:0006048	GO:0003977	NA	3	IPR029044,IPR039741,IPR002618	PF01704	GO:0006048	GO:0003977	100	616	0	1224	38310at33090	UDP-sugar	GO:0003977,GO:0070569,GO:0016740	GO:0006048	-	G,H,L	-	IPR002618,IPR029044,IPR039741	1.09e-200	130.26
tr_A0A8J9WLC9_A0A8J9WLC9_9CHLO	A0A8J9WLC9	Steroid 5-alpha-reductase DET2	1352314at33090	3-oxo-5-alpha-steroid 4-dehydrogenase	5788137at2759	3-oxo-5-alpha-steroid 4-dehydrogenase	NA		GO:0016132	GO:0003865	GO:0016020	3	IPR016636,IPR001104,IPR039357	PF02544	GO:0016132	GO:0003865	100	243	3.52e-183	508	1352314at33090	3-oxo-5-alpha-steroid 4-dehydrogenase	GO:0016627,GO:0016491,GO:0003865	GO:0006629,GO:0016132,GO:0008202	1.3.1.22	T,L,K,J	-	IPR039357,IPR001104,IPR016636	2.86e-32	58.35
tr_A0A8J9WLD5_A0A8J9WLD5_9CHLO	A0A8J9WLD5	Probable bZIP transcription factor 28	295274at2759	transcription factor	295274at2759	transcription factor	NA		GO:0034976	GO:0003677,GO:0003700	GO:0005789,GO:0005634	3	IPR004827,IPR046347	PF00170	GO:0034976	GO:0003677,GO:0003700	100	667	0	1219										
tr_A0A8J9WLD6_A0A8J9WLD6_9CHLO	A0A8J9WLD6	Triosephosphate isomerase, cytosolic	1518028at33090	TRIOSEPHOSPHATE ISOMERASE	6715177at2759	Triosephosphate isomerase A	NA		GO:0006094,GO:0046166,GO:0019563,GO:0006096	GO:0004807	GO:0005829	3	IPR013785,IPR035990,IPR022896,IPR000652,IPR020861	PF00121	GO:0006094,GO:0046166,GO:0019563,GO:0006096	GO:0004807	100	252	1.79e-176	492	1518028at33090	TRIOSEPHOSPHATE ISOMERASE	GO:0004807,GO:0016853	GO:0019563,GO:0046166,GO:0006094	-	G,T,K	-	IPR013785,IPR000652,IPR020861,IPR022896,IPR035990	9.5e-101	147.53
tr_A0A8J9WLD9_A0A8J9WLD9_9CHLO	A0A8J9WLD9	Glutamate dehydrogenase	1517661at33090	glutamate dehydrogenase a	70519at3041	Glutamate dehydrogenase	NA		GO:0006520	GO:0000166,GO:0016639	NA	3	IPR046346,IPR006095,IPR006096,IPR006097,IPR033524,IPR014362,IPR036291,IPR033922	PF00208,PF02812	GO:0006520	GO:0000166,GO:0016639	100	463	0	937	1517661at33090	glutamate dehydrogenase a	GO:0016491,GO:0016639,GO:0004352,GO:0000166	-	-	E,T,H,O	-	IPR014362,IPR006097,IPR006096,IPR046346,IPR033922,IPR036291,IPR006095,IPR033524	1.04e-145	123.11
tr_A0A8J9WLE0_A0A8J9WLE0_9CHLO	A0A8J9WLE0	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	70241at33090	nadp-dependent glyceraldehyde-3-phosphate dehydrogenase	70241at33090	nadp-dependent glyceraldehyde-3-phosphate dehydrogenase	NA		NA	GO:0016620	NA	3	IPR016161,IPR016163,IPR016160,IPR029510,IPR016162,IPR015590,IPR051020	PF00171	NA	GO:0016620	100	496	0	978	70241at33090	nadp-dependent glyceraldehyde-3-phosphate dehydrogenase	GO:0016491,GO:0016620,GO:0008911	-	-	E,T,C	-	IPR016162,IPR016161,IPR016160,IPR015590,IPR029510,IPR016163	1.89e-240	172.98
tr_A0A8J9WLE3_A0A8J9WLE3_9CHLO	A0A8J9WLE3	26S proteasome regulatory subunit 7	1372062at33090	26S protease regulatory subunit	28237at3041	26S proteasome regulatory subunit	NA		GO:0043161	GO:0005524,GO:0016887,GO:0036402	GO:0005737,GO:0008540	3	IPR050221,IPR003593,IPR041569,IPR003959,IPR003960,IPR012340,IPR027417,IPR048723	PF00004,PF17862,PF21236	GO:0043161	GO:0005524,GO:0016887,GO:0036402	100	424	3.73e-308	839	1372062at33090	26S protease regulatory subunit	GO:0005524,GO:0036402,GO:0000166	GO:0043161	-	M,J,T	-	IPR012340,IPR003960,IPR003959,IPR048723,IPR003593,IPR041569,IPR027417	3.22e-261	216.14
tr_A0A8J9WLG6_A0A8J9WLG6_9CHLO	A0A8J9WLG6	Glycine cleavage system P protein	1522751at33090	glycine dehydrogenase	6537869at2759	glycine dehydrogenase	NA		GO:0006546	GO:0004375	GO:0005739	3	IPR003437,IPR049316,IPR049315,IPR020581,IPR015424,IPR015421,IPR015422	PF21478,PF02347	GO:0006546	GO:0004375	100	1057	0	2086	1522751at33090	glycine dehydrogenase	GO:0004375,GO:0016594,GO:0030170,GO:0016491	GO:0006546,GO:0019464,GO:0006544	1.4.4.2	P,T,V	-	IPR015421,IPR020581,IPR003437,IPR049315,IPR015422,IPR015424,IPR049316	0	161.09
tr_A0A8J9WLH6_A0A8J9WLH6_9CHLO	A0A8J9WLH6	Kinetochore protein NDC80	7459479at2759	Kinetochore protein	7459479at2759	Kinetochore protein	NA		GO:0051315,GO:0051301	NA	GO:0031262,GO:0005634	3	IPR005550,IPR038273	PF03801	GO:0051315,GO:0051301	NA	100	618	0	1099										
tr_A0A8J9WLH7_A0A8J9WLH7_9CHLO	A0A8J9WLH7	Protein DETOXIFICATION	49863at33090	MATE efflux family protein	543973at2759	putative transporter	NA		GO:1990961	GO:0015297,GO:0042910	GO:0016020	3	IPR045069,IPR002528	PF01554	GO:1990961	GO:0015297,GO:0042910	100	642	0	1233	49863at33090	MATE efflux family protein	-	GO:1990961	-	V,T,M	ko01040,ko01212,ko03013	IPR002528,IPR045069	1.92e-90	61.82
tr_A0A8J9WLI2_A0A8J9WLI2_9CHLO	A0A8J9WLI2	4-hydroxy-tetrahydrodipicolinate synthase	1517945at33090	4-hydroxy-tetrahydrodipicolinate synthase	70781at3041	4-hydroxy-tetrahydrodipicolinate synthase	NA		GO:0019877,GO:0009089	GO:0008840	NA	3	IPR013785,IPR005263,IPR002220,IPR020625,IPR020624	PF00701	GO:0019877,GO:0009089	GO:0008840	100	356	3.65e-260	712	1517945at33090	4-hydroxy-tetrahydrodipicolinate synthase	GO:0016829,GO:0008840	GO:0009089,GO:0008652,GO:0019877,GO:0009085	4.3.3.7	E,G,M,Q	-	IPR005263,IPR002220,IPR020624,IPR020625,IPR013785	1.28e-134	139.49
tr_A0A8J9WLI5_A0A8J9WLI5_9CHLO	A0A8J9WLI5	homogentisate 1,2-dioxygenase	1518624at33090	homogentisate 1,2-dioxygenase	29357at3041	Homogentisate 1,2-dioxygenase	NA		GO:0006559,GO:0006570	GO:0004411,GO:0046872	GO:0005737	3	IPR046451,IPR046452,IPR005708,IPR014710,IPR011051	PF04209,PF20510	GO:0006559,GO:0006570	GO:0004411,GO:0046872	100	458	0	971	1518624at33090	homogentisate 1,2-dioxygenase	GO:0004411,GO:0046872,GO:0051213,GO:0016491	GO:0006559,GO:0006570	1.13.11.5	Q,M,T	-	IPR046452,IPR046451,IPR005708,IPR011051,IPR014710	5.56e-192	152.03
tr_A0A8J9WLK7_A0A8J9WLK7_9CHLO	A0A8J9WLK7	Probable mitochondrial sodium/calcium exchanger protein	285664at33090	Cation/calcium exchanger	8447at75966	Sodium/calcium exchanger membrane region	NA		GO:0055085	NA	GO:0016020	3	IPR051359,IPR004837,IPR044880	PF01699	GO:0055085	NA	100	751	0	1431	285664at33090	Cation/calcium exchanger	GO:0008324	-	-	P,T,E	-	IPR004837,IPR044880	4.28e-17	19.08
tr_A0A8J9WLK9_A0A8J9WLK9_9CHLO	A0A8J9WLK9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	13044at33090	NADH dehydrogenase	3412at75966	NADH dehydrogenase	NA		GO:0006120	NA	GO:0005747	3	IPR008011,IPR045292,IPR033034	PF05347	GO:0006120	NA	100	162	3.6e-118	337	13044at33090	NADH dehydrogenase	-	GO:0006120	-	L,X,T	-	IPR008011,IPR045292,IPR033034	5.94e-31	94.58
tr_A0A8J9WLL1_A0A8J9WLL1_9CHLO	A0A8J9WLL1	Probable ADP/ATP translocase 3 at C-terminar half	1388825at33090	dead-box atp-dependent rna helicase 39	8709at75966	DEAD-box ATP-dependent RNA helicase 39	NA		GO:0140021,GO:1990544	GO:0005524,GO:0005471,GO:0016787,GO:0003676,GO:0003724	GO:0005743	3	IPR002113,IPR011545,IPR014001,IPR001650,IPR002067,IPR018108,IPR023395,IPR027417,IPR014014	PF00270,PF00271,PF00153	GO:0140021,GO:1990544	GO:0005524,GO:0005471,GO:0016787,GO:0003676,GO:0003724	100	1006	0	1867	1388825at33090	dead-box atp-dependent rna helicase 39	GO:0005524,GO:0016787,GO:0000166	-	-	L,T,J	-	IPR027417,IPR014014,IPR011545,IPR001650,IPR014001	2.09e-121	64.73
tr_A0A8J9WLM4_A0A8J9WLM4_9CHLO	A0A8J9WLM4	Structural maintenance of chromosomes protein 5	73499at33090	Structural maintenance of chromosomes protein	73499at33090	Structural maintenance of chromosomes protein	NA		GO:0000724	GO:0005524,GO:0016887,GO:0003697	GO:0005634,GO:0030915	3	IPR027417,IPR027131	NA	GO:0000724	GO:0005524,GO:0016887,GO:0003697	100	282	1.69e-205	568	73499at33090	Structural maintenance of chromosomes protein	GO:0005524,GO:0000166	GO:0006281,GO:0006310	-	C,L,Q	-	IPR027417,IPR027131,IPR003395	0	57.9426
tr_A0A8J9WLP3_A0A8J9WLP3_9CHLO	A0A8J9WLP3	phosphoethanolamine N-methyltransferase	2278at33090	methyltransferase	8300214at2759	Methyltransferase	NA		NA	GO:0016740	NA	4	IPR025714,IPR041698,IPR029063	PF13649,PF13847	NA	GO:0016740	100	503	0	1008	2278at33090	methyltransferase	GO:0016740,GO:0000234	GO:0032259,GO:1901576,GO:0044249,GO:0006656	2.1.1.103,2.1.1.137	H,M,J	-	IPR041698,IPR029063,IPR025771,IPR025714	2.88e-201	146.83
tr_A0A8J9WLP9_A0A8J9WLP9_9CHLO	A0A8J9WLP9	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	535295at33090	CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE	535295at33090	CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE	NA		GO:0009691	GO:0016799	GO:0005829	3	IPR005269,IPR031100	PF03641	GO:0009691	GO:0016799	100	244	3.1e-173	483	535295at33090	CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE	GO:0016787,GO:0016799	GO:0009691	-	T,U,L	-	IPR031100,IPR005269	3.39e-68	113.73
tr_A0A8J9WLQ2_A0A8J9WLQ2_9CHLO	A0A8J9WLQ2	RNA helicase	1431842at33090	DEAD-box ATP-dependent RNA helicase	8237at75966	DEAD-box ATP-dependent RNA helicase 28	NA		NA	GO:0005524,GO:0016787,GO:0003676,GO:0003724	NA	3	IPR011545,IPR050079,IPR014001,IPR001650,IPR027417,IPR000629,IPR014014	PF00270,PF00271	NA	GO:0005524,GO:0016787,GO:0003676,GO:0003724	100	859	0	1241	1431842at33090	DEAD-box ATP-dependent RNA helicase	GO:0005524,GO:0000166,GO:0016787	-	-	L,M,T	-	IPR027417,IPR000629,IPR011545,IPR014014,IPR014001,IPR001650	5.62e-159	77.5
tr_A0A8J9WLQ9_A0A8J9WLQ9_9CHLO	A0A8J9WLQ9	Prolyl endopeptidase	16097at33090	Protease 2	6465at75966	Protease 2	NA		GO:0006508	GO:0004252	GO:0016020	3	IPR029058,IPR023302,IPR001375,IPR002470,IPR051543	PF00326,PF02897	GO:0006508	GO:0004252	100	886	0	1764	16097at33090	Protease 2	GO:0008236,GO:0004252	GO:0006508	-	E,U,L,I	-	IPR023302,IPR002470,IPR001375,IPR029058	0	232.45
tr_A0A8J9WLR7_A0A8J9WLR7_9CHLO	A0A8J9WLR7	Acyl-coenzyme A oxidase	1587585at33090	Acyl-CoA oxidase	6745at75966	acyl-CoA oxidase	NA		GO:0006635	GO:0003997,GO:0071949	GO:0005777	3	IPR006091,IPR046373,IPR012258,IPR002655,IPR036250,IPR009100	PF01756,PF22924,PF02770	GO:0006635	GO:0003997,GO:0071949	100	650	0	1288	1587585at33090	Acyl-CoA oxidase	GO:0016627,GO:0050660,GO:0003997,GO:0071949,GO:0005504	GO:0006635,GO:0006631,GO:0033540,GO:0055088	-	I,P	-	IPR012258,IPR036250,IPR002655	1.11e-44	36.76
tr_A0A8J9WLS6_A0A8J9WLS6_9CHLO	A0A8J9WLS6	RING-type E3 ubiquitin transferase	47884at33090	Peroxisome biogenesis factor	6270329at2759	ubiquitin- ligase E3	NA		GO:0016558	GO:0016740,GO:0008270	GO:0005778	3	IPR025654,IPR006845,IPR001841,IPR013083,IPR017907	PF04757,PF13920	GO:0016558	GO:0016740,GO:0008270	100	385	3.25e-280	765	47884at33090	Peroxisome biogenesis factor	GO:0008270,GO:0046872,GO:0016740	GO:0016558,GO:0007031	-	T,M,J	-	IPR006845,IPR013083,IPR017907,IPR001841,IPR025654	1.62e-74	78.71
tr_A0A8J9WLT3_A0A8J9WLT3_9CHLO	A0A8J9WLT3	tRNA pseudouridine synthase	1525654at33090	Uncharacterized protein	8820at75966	tRNA pseudouridine synthase	NA		GO:0001522,GO:0008033	GO:0009982,GO:0003723	NA	3	IPR020103,IPR001406,IPR020097,IPR020095,IPR020094	PF01416	GO:0001522,GO:0008033	GO:0009982,GO:0003723	100	459	0	906	1525654at33090	Uncharacterized protein	GO:0016853	GO:0001522,GO:1990481,GO:0031119,GO:0008033	5.4.99.12	J,E,T	-	IPR020095,IPR041707,IPR001406,IPR020094,IPR020097,IPR020103	1.48e-89	82.94
tr_A0A8J9WLT5_A0A8J9WLT5_9CHLO	A0A8J9WLT5	Vesicle transport protein	14200at33090	Protein transport protein	660759at2759	Protein transport protein	NA		GO:0015031,GO:0016192	NA	GO:0005737,GO:0012505,GO:0043231,GO:0016020	3	IPR007305,IPR011691	PF04178	GO:0015031,GO:0016192	NA	100	230	6.23e-157	441	14200at33090	Protein transport protein	-	-	-	O,T,J	-	IPR007305,IPR011691	3.66e-43	78.04
tr_A0A8J9WLW3_A0A8J9WLW3_9CHLO	A0A8J9WLW3	RNA 3'-terminal-phosphate cyclase (ATP)	1398465at33090	RNA 3'-terminal phosphate cyclase	71552at3041	RNA 3'-terminal phosphate cyclase	NA		GO:0006396	GO:0005524,GO:0003963	NA	3	IPR013791,IPR023797,IPR037136,IPR000228,IPR017770,IPR013792,IPR036553	PF01137,PF05189	GO:0006396	GO:0005524,GO:0003963	100	409	1.3e-289	791	1398465at33090	RNA 3'-terminal phosphate cyclase	GO:0003963,GO:0003824,GO:0016874,GO:0000166	-	6.5.1.4	A	ko04141,ko04145	IPR013792,IPR013791,IPR000228,IPR037136,IPR023797,IPR036553	1.58e-98	92.78
tr_A0A8J9WLX0_A0A8J9WLX0_9CHLO	A0A8J9WLX0	Eukaryotic translation initiation factor 3 subunit I	1518771at33090	eukaryotic translation initiation factor 3 subunit I	70634at3041	WD40/YVTN repeat-like-containing domain	NA		GO:0001732	GO:0003743	GO:0016282,GO:0033290,GO:0005852,GO:0043226	3	IPR027525,IPR015943,IPR019775,IPR036322,IPR001680	PF00400	GO:0001732	GO:0003743	100	316	1e-230	634	1518771at33090	eukaryotic translation initiation factor 3 subunit I	-	GO:0002183,GO:0001732	-	E,P,T	-	IPR020472,IPR036322,IPR015943,IPR019775,IPR001680,IPR027525	1.9e-126	144.24
tr_A0A8J9WLX2_A0A8J9WLX2_9CHLO	A0A8J9WLX2	Probable copper-transporting ATPase SynA	1525022at33090	copper-transporting ATPase	8416at75966	P-type ATPase	NA		NA	GO:0005524,GO:0016887,GO:0019829,GO:0046872	GO:0016020	3	IPR023299,IPR023298,IPR008250,IPR036412,IPR023214,IPR006121,IPR036163,IPR027256,IPR001757,IPR044492	PF00122,PF00403,PF00702	NA	GO:0005524,GO:0016887,GO:0019829,GO:0046872	100	864	0	1566	1525022at33090	copper-transporting ATPase	GO:0005507,GO:0005524,GO:0000166,GO:0046872,GO:0019829	GO:0055070	-	P,G,T	-	IPR027256,IPR001757,IPR023298,IPR036412,IPR036163,IPR006121,IPR023214,IPR008250,IPR023299,IPR044492,IPR018303	1.55e-125	58.56
tr_A0A8J9WLX5_A0A8J9WLX5_9CHLO	A0A8J9WLX5	Probable Kinesin-like protein KIN-14N at C-terminar half	2981at33090	kinesin	8576at75966	kinesin	NA		GO:0007018	GO:0005524,GO:0008017,GO:0003777	NA	3	IPR027640,IPR001752,IPR036961,IPR027417	PF00225	GO:0007018	GO:0005524,GO:0008017,GO:0003777	100	1111	0	1954	2981at33090	kinesin	GO:0005524,GO:0008017,GO:0000166,GO:0003774	GO:0007018	-	-	ko03040,ko03060	IPR001752,IPR027640,IPR027417,IPR036961	0	193.52
tr_A0A8J9WLX7_A0A8J9WLX7_9CHLO	A0A8J9WLX7	Leucine carboxyl methyltransferase 1 homolog	12834at33090	LEUCINE CARBOXYL METHYLTRANSFERASE	3202at75966	Leucine carboxyl methyltransferase 1	NA		GO:0032259	GO:0008168	GO:0005737,GO:0016020	3	IPR016651,IPR007213,IPR029063	PF04072	GO:0032259	GO:0008168	100	346	6.01e-254	696	12834at33090	LEUCINE CARBOXYL METHYLTRANSFERASE	GO:0018423,GO:0016740	GO:0032259	2.1.1.233	Q,I,M	-	IPR029063,IPR007213,IPR016651	1.37e-113	124.96
tr_A0A8J9WLY8_A0A8J9WLY8_9CHLO	A0A8J9WLY8	Syntaxin-22	1228819at33090	syntaxin	7893at75966	SNARE	NA		GO:0006886,GO:0048278,GO:0006906	GO:0005484,GO:0000149	GO:0012505,GO:0031201	3	IPR010989,IPR045242,IPR006012,IPR006011,IPR000727	PF05739,PF14523	GO:0006886,GO:0048278,GO:0006906	GO:0005484,GO:0000149	100	268	2.31e-148	422	1228819at33090	syntaxin	GO:0000149	GO:0006906,GO:0048278	-	G,E,L	-	IPR006012,IPR045242,IPR006011,IPR000727,IPR010989	7.19e-20	38.86
tr_A0A8J9WLZ9_A0A8J9WLZ9_9CHLO	A0A8J9WLZ9	Transaldolase	38752at3041	Transaldolase A	38752at3041	Transaldolase A	NA		GO:0005975,GO:0006098	GO:0004801	GO:0005737	3	IPR013785,IPR001585,IPR004730,IPR018225	PF00923	GO:0005975,GO:0006098	GO:0004801	100	311	3.47e-224	617										
tr_A0A8J9WM01_A0A8J9WM01_9CHLO	A0A8J9WM01	Histidine-containing phosphotransfer protein	137640at33090	histidine-containing phosphotransfer protein	39409at3041	histidine phosphotransfer	NA		GO:0009736,GO:0000160	GO:0009927,GO:0043424	GO:0005829,GO:0005634	4	IPR045871,IPR036641,IPR008207	PF01627	GO:0009736,GO:0000160	GO:0009927,GO:0043424	100	153	8.97e-101	292	137640at33090	histidine-containing phosphotransfer protein	GO:0043424,GO:0009927	GO:0000160,GO:0009736,GO:0016310	-	E,G,M	-	IPR036641,IPR008207,IPR045871	4.36e-42	112.13
tr_A0A8J9WM07_A0A8J9WM07_9CHLO	A0A8J9WM07	rRNA methyltransferase 1, mitochondrial	1436435at33090	Uncharacterized protein	5512at75966	Leucine-rich repeat	NA		GO:0031167	GO:0003723,GO:0008173	GO:0005739	3	IPR029028,IPR047182,IPR047261,IPR029064,IPR001537,IPR013123,IPR029026	PF00588,PF08032	GO:0031167	GO:0003723,GO:0008173	100	419	1.7068053938804e-308	842	1436435at33090	Uncharacterized protein	GO:0008173,GO:0016435,GO:0016740	GO:0031167,GO:0032259	-	P,J,H	-	IPR029026,IPR001537,IPR004441,IPR029064,IPR029028,IPR047182,IPR047261,IPR013123	4.66e-49	63.64
tr_A0A8J9WM18_A0A8J9WM18_9CHLO	A0A8J9WM18	Purple acid phosphatase	1568047at33090	hypothetical protein	45007at2759	Acid	NA		NA	GO:0003993,GO:0046872	GO:0005576	3	IPR004843,IPR029052,IPR041792,IPR008963,IPR015914,IPR025733	PF00149,PF14008,PF16656	NA	GO:0003993,GO:0046872	100	740	0	1496	1568047at33090	hypothetical protein	-	-	-	-	-	IPR001005	0	152.891
tr_A0A8J9WM23_A0A8J9WM23_9CHLO	A0A8J9WM23	Elongation factor 1-alpha	1000578at33090	elongation factor 1-alpha	28274at3041	translation elongation factor	NA		NA	GO:0005525,GO:0003924,GO:0003746	GO:0005737	3	IPR004161,IPR031157,IPR027417,IPR000795,IPR050100,IPR009000,IPR009001,IPR004539	PF22594,PF00009,PF03144	NA	GO:0005525,GO:0003924,GO:0003746	100	446	0	891	1000578at33090	elongation factor 1-alpha	GO:0000166,GO:0005525	-	-	J,K,T	-	IPR009001,IPR004161,IPR004160,IPR027417,IPR000795,IPR031157,IPR009000,IPR004539	1.19e-294	230.72
